id,type,src,dst,app,latency,message,ctime,size,buffer
164,LINK,13,14,0,1.000002,M.USER.APP.0,16400,2000,0
164,LINK,14,15,0,1.000002,M.USER.APP.0,16401.000002,2000,0
165,LINK,13,14,0,1.000002,M.USER.APP.0,16500,2000,0
165,LINK,14,15,0,1.000002,M.USER.APP.0,16501.000002,2000,0
166,LINK,13,14,0,1.000002,M.USER.APP.0,16600,2000,0
166,LINK,14,15,0,1.000002,M.USER.APP.0,16601.000002,2000,0
167,LINK,13,14,0,1.000002,M.USER.APP.0,16700,2000,0
167,LINK,14,15,0,1.000002,M.USER.APP.0,16701.000002,2000,0
168,LINK,13,14,0,1.000002,M.USER.APP.0,16800,2000,0
168,LINK,14,15,0,1.000002,M.USER.APP.0,16801.000002,2000,0
169,LINK,13,14,0,1.000002,M.USER.APP.0,16900,2000,0
169,LINK,14,15,0,1.000002,M.USER.APP.0,16901.000002,2000,0
170,LINK,13,14,0,1.000002,M.USER.APP.0,17000,2000,0
170,LINK,14,15,0,1.000002,M.USER.APP.0,17001.000002,2000,0
171,LINK,13,14,0,1.000002,M.USER.APP.0,17100,2000,0
171,LINK,14,15,0,1.000002,M.USER.APP.0,17101.000002,2000,0
172,LINK,13,14,0,1.000002,M.USER.APP.0,17200,2000,0
172,LINK,14,15,0,1.000002,M.USER.APP.0,17201.000002,2000,0
173,LINK,13,14,0,1.000002,M.USER.APP.0,17300,2000,0
173,LINK,14,15,0,1.000002,M.USER.APP.0,17301.000002,2000,0
174,LINK,13,14,0,1.000002,M.USER.APP.0,17400,2000,0
174,LINK,14,15,0,1.000002,M.USER.APP.0,17401.000002,2000,0
175,LINK,13,14,0,1.000002,M.USER.APP.0,17500,2000,0
175,LINK,14,15,0,1.000002,M.USER.APP.0,17501.000002,2000,0
176,LINK,13,14,0,1.000002,M.USER.APP.0,17600,2000,0
176,LINK,14,15,0,1.000002,M.USER.APP.0,17601.000002,2000,0
177,LINK,13,14,0,1.000002,M.USER.APP.0,17700,2000,0
177,LINK,14,15,0,1.000002,M.USER.APP.0,17701.000002,2000,0
178,LINK,13,14,0,1.000002,M.USER.APP.0,17800,2000,0
178,LINK,14,15,0,1.000002,M.USER.APP.0,17801.000002,2000,0
179,LINK,13,14,0,1.000002,M.USER.APP.0,17900,2000,0
179,LINK,14,15,0,1.000002,M.USER.APP.0,17901.000002,2000,0
180,LINK,13,14,0,1.000002,M.USER.APP.0,18000,2000,0
180,LINK,14,15,0,1.000002,M.USER.APP.0,18001.000002,2000,0
181,LINK,13,14,0,1.000002,M.USER.APP.0,18100,2000,0
181,LINK,14,15,0,1.000002,M.USER.APP.0,18101.000002,2000,0
182,LINK,13,14,0,1.000002,M.USER.APP.0,18200,2000,0
182,LINK,14,15,0,1.000002,M.USER.APP.0,18201.000002,2000,0
183,LINK,13,14,0,1.000002,M.USER.APP.0,18300,2000,0
183,LINK,14,15,0,1.000002,M.USER.APP.0,18301.000002,2000,0
184,LINK,13,14,0,1.000002,M.USER.APP.0,18400,2000,0
184,LINK,14,15,0,1.000002,M.USER.APP.0,18401.000002,2000,0
185,LINK,13,14,0,1.000002,M.USER.APP.0,18500,2000,0
185,LINK,14,15,0,1.000002,M.USER.APP.0,18501.000002,2000,0
186,LINK,13,14,0,1.000002,M.USER.APP.0,18600,2000,0
186,LINK,14,15,0,1.000002,M.USER.APP.0,18601.000002,2000,0
187,LINK,13,14,0,1.000002,M.USER.APP.0,18700,2000,0
187,LINK,14,15,0,1.000002,M.USER.APP.0,18701.000002,2000,0
188,LINK,13,14,0,1.000002,M.USER.APP.0,18800,2000,0
188,LINK,14,15,0,1.000002,M.USER.APP.0,18801.000002,2000,0
189,LINK,13,14,0,1.000002,M.USER.APP.0,18900,2000,0
189,LINK,14,15,0,1.000002,M.USER.APP.0,18901.000002,2000,0
190,LINK,13,14,0,1.000002,M.USER.APP.0,19000,2000,0
190,LINK,14,15,0,1.000002,M.USER.APP.0,19001.000002,2000,0
